study_name,trial_id,tumor_lineage,tumor_type,lymphoma_subtype,regimen,ICI_agent,ICI_class,chemotherapy_context,timing_architecture,steroid_core_regimen_available,endpoint_label_in_source,endpoint_taxonomy,safety_N,events,rate_percent,grade,source_tier,quantitative_role,source_file_or_url,extraction_note,eligibility_for_primary_pooling,reason_excluded_from_primary_pooling
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hypothyroidism,immune-mediated AE/imAE,312,1,0.3,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hyperthyroidism,immune-mediated AE/imAE,312,16,5.1,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,hyperthyroidism,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,blood thyroid-stimulating hormone increased,immune-mediated AE/imAE,312,13,4.2,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,blood thyroid-stimulating hormone increased,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,pneumonitis,immune-mediated AE/imAE,312,5,1.6,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,pneumonitis,immune-mediated AE/imAE,312,1,0.3,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,alanine aminotransferase increased,immune-mediated AE/imAE,312,2,0.6,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,alanine aminotransferase increased,immune-mediated AE/imAE,312,2,0.6,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,dermatitis,immune-mediated AE/imAE,312,2,0.6,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,dermatitis,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,pruritus,immune-mediated AE/imAE,312,2,0.6,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,pruritus,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,rash,immune-mediated AE/imAE,312,2,0.6,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,rash,immune-mediated AE/imAE,312,1,0.3,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,aspartate aminotransferase increased,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,aspartate aminotransferase increased,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,autoimmune arthritis,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,autoimmune arthritis,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,autoimmune thyroiditis,immune-mediated AE/imAE,312,1,0.3,any grade,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
EMPOWER-Lung 3,,solid,advanced non-small-cell lung cancer,,cemiplimab plus platinum-doublet chemotherapy,,,chemo-ICI,concurrent_chemo_ici,no,autoimmune thyroiditis,immune-mediated AE/imAE,312,0,0.0,grade >=3,global_sponsor_identified_sensitivity,sensitivity_endpoint_stratum,https://www.nature.com/articles/s41591-022-01977-y,"Supplementary Table 5 reports sponsor-identified immune-related adverse events. The sponsor used a customized query to identify potential irAEs among treated patients; identified irAEs were potential irAEs requiring systemic corticosteroids or immunosuppressants, or immune-related endocrinopathies.",no,endpoint definition is sensitivity imAE/global imAE rather than strict primary layer
